LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
Workflow Template	WorkflowTemplate	Class	http://www.opmw.org/ontology/WorkflowTemplate			"A workflow template represents the design of the workflow. In such design, the different steps and inputs don't have to be bound to a specific tool or dataset. It is a generic view of the workflow, which is instantiated in each execution.
 
Example:
@prefix dc:  <http://purl.org/dc/terms/> .
@prefix opmw: <http://www.opmw.org/ontology/> .
<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>
     a opmw:WorkflowTemplate;
     rdfs:label ""AquaFlow_NTM"" ;
     dc.contributor
              <http://www.opmw.org/export/resource/Agent/WATER> ;
     dc:modified
              ""2011-06-08T09:57:12-07:00""^^xsd:dateTime ;
     opmw:hasVersion ""2""^^xsd:int ."
has Original Log File	hasOriginalLogFile	DatatypeProperty	http://www.opmw.org/ontology/hasOriginalLogFile			"Property used to link an execution account or a workflow execution process to the correspondent log file produced by the enacting workflow engine.


Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowExecutionAccount/ACCOUNT1335506667949>
     a opmw:WorkflowExecutionAccount,opmo:Account;
     opmw:hasOriginalLogFile ""http://wind.isi.edu/marbles/assets/components/workflow_portal/users/1/Water/runs/run_148.ttl""^^sxd:anyURI."
is Concrete	isConcrete	DatatypeProperty	http://www.opmw.org/ontology/isConcrete			Property that specifies whether a component is abstract or not.
OPMGraph	OPMGraph	Class	http://openprovenance.org/model/opmo#OPMGraph			
corresponds to Template	correspondsToTemplate	ObjectProperty	http://www.opmw.org/ontology/correspondsToTemplate			"Property that binds an execution account to the template of the whole workflow. The template contains the plan for the workflow.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowExecutionProcess/acc1>
     a opmo:Account, opmw:workflowExecutionAccount;
     opmw:correspondsToTemplate <http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_EDM>."
created in Workflow System	createdInWorkflowSystem	DatatypeProperty	http://www.opmw.org/ontology/createdInWorkflowSystem			"This data property binds a workflow template to the tool used for its design and creation. The tool is represented by its URL.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_EDM>
         a opmw:WorkflowTemplate;
         opmw:createdInWorkflowSystem ""http://wings.isi.edu""^^xsd:anyURI."
has Size	hasSize	DatatypeProperty	http://www.opmw.org/ontology/hasSize			"Property used to annotate a workflow execution artifact with the size in bytes of its file.

Example
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .

<http://www.opmw.org/export/resource/WorkflowExecutionArtifact/DCF49186981194248009E24BAD6A6412>
      a opmv:Artifact, opmw:WorkflowExecutionArtifact.
      opmw:hasLocation ""68""^^xsd:int."
has Native System Template	hasNativeSystemTemplate	DatatypeProperty	http://www.opmw.org/ontology/hasNativeSystemTemplate			"Property used to link a workflow template to its native template (encoded in the syntax of the workflow system where it was designed: scufl, owl, etc.).

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>
     a opmw:WorkflowTemplate;
     opmw:hasNativeSystemTemplate ""http://wind.isi.edu/marbles/assets/components/workflow_portal/users/1/Water/ontology/Water/AquaFlow_NTM.owl""xsd:anyURI."
Workflow Template Process	WorkflowTemplateProcess	Class	http://www.opmw.org/ontology/WorkflowTemplateProcess			"A workflow process template is an abstraction of the workflow execution process step that aims to describe the method followed by the scientist instead of its specific instantiation.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix water: <http://www.isi.edu/ac/Water/library.owl#> .

<http://www.opmw.org/export/resource/WorkflowTemplateProcess/AQUAFLOW_NTM_CALCULATEHOURLYAVERAGES>
      a opmw:ProcessTemplate, water:CalculateHourlyAverages;
      opmw:template <http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>;
      opmw:uses <http://www.opmw.org/export/resource/DataVariable/AQUAFLOW_NTM_FILTEREDDATA>.
      "
has Documentation	hasDocumentation	DatatypeProperty	http://www.opmw.org/ontology/hasDocumentation			"Property that binds a workflow template to its documentation.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>
      a opmw:WorkflowTemplate;
      opmw:hasDocumentation ""A copy of the documentation related to this template ""^^xsd:string."
has Value	hasValue	DatatypeProperty	http://www.opmw.org/ontology/hasValue			"Property used to state the value of the artifact (in case of being a parameter).

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .

<http://www.opmw.org/export/resource/WorkflowExecutionArtifact/DEPTH0.61959237>
     a opmv:Artifact, opmw:WorkflowExecutionArtifact;
     opmw:hasValue ""0.61959237""^^xsd:string."
version Number	versionNumber	DatatypeProperty	http://www.opmw.org/ontology/versionNumber			"Property used to annotate a resource with it version number.

Example:
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix xsd:  <http://www.w3.org/2001/XMLSchema#> .
@prefix owl:  <http://www.w3.org/2002/07/owl#> .
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>
     a opmw:WorkflowTemplate;
     opmw:versionNumber ""2""^^xsd:int."
has File Name	hasFileName	DatatypeProperty	http://www.opmw.org/ontology/hasFileName			"Property used to link an execution artifact to its file name (independently of its URI).

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .

<http://www.opmw.org/export/resource/WorkflowExecutionArtifact/DCF49186981194248009E24BAD6A6412>
      a opmv:Artifact, opmw:WorkflowExecutionArtifact.
      opmw:hasFileName ""NTMParams_SMN_2010_03_14Z""^^xsd:string."
overall Start Time	overallStartTime	DatatypeProperty	http://www.opmw.org/ontology/overallStartTime			"Property which states that none of the activities in the current account started executing before the start time.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowExecutionAccount/ACCOUNT1335506667949>
     a opmw:WorkflowExecutionAccount,opmo:Account;
     opmw:overallStartTime ""2012-04-25T10:28:07-07:00""^^xsd:dateTime."
Workflow Template Artifact	WorkflowTemplateArtifact	Class	http://www.opmw.org/ontology/WorkflowTemplateArtifact			"A workflow template artifact is part of a workflow template. It explains what kind of artifact is used or generated by the process template, along with possible restrictions that it may have.

There are two different types of workflow template artifacts: data variables and parameter variables."
is Step of Template	isStepOfTemplate	ObjectProperty	http://www.opmw.org/ontology/isStepOfTemplate			"Property used to dessignate which workflow Steps (or Workflow Template Processes) belong to a workflow template.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/WorkflowTemplateProcess/AQUAFLOW_EDM_CALCULATEHOURLYAVERAGES>
     a opmw:WorkflowTemplateProcess;
     opmw:isStepOfTemplate <http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_EDM>."
Parameter Variable	ParameterVariable	Class	http://www.opmw.org/ontology/ParameterVariable			"An parameter variable represents a description of an input parameter of a process. Parameter variables can only be used by process.

Example:
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/ParameterVariable/AQUAFLOW_NTM_LATITUDE>
      a      opmw:/WorkflowTemplateArtifact , opmw:ParameterVariable ;
      rdfs:label ""Parameter variable Latitude"" ;
      opmw:template              <http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM> ."
has Executable Component	hasExecutableComponent	ObjectProperty	http://www.opmw.org/ontology/hasExecutableComponent			"Property that binds a workflow execution process to the specific component (code, scripts, etc.) used in the execution.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .

<http://www.opmw.org/export/resource/WorkflowExecutionProcess/REAERATIONEDM133549210450086>
     a opmv:Process, opmw:WorkflowExecutionProcess;
     opmw:hasExecutableComponent <http://www.opmw.org/export/resource/ReaerationEDM/COMPONENTREAERATIONEDM>."
has Status	hasStatus	DatatypeProperty	http://www.opmw.org/ontology/hasStatus			"Property used to state whether an ececution account was successful or not.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowExecutionAccount/ACCOUNT1335506667949>
      a opmo:Account, opmw:ExecutionAccount;
      opmw:hasStatus ""SUCCESS""^^xsd.string."
Data Variable	DataVariable	Class	http://www.opmw.org/ontology/DataVariable			"A Data variable is a workflow template artifact that represents a variable in the workflow specification.

Example:
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/DataVariable/AQUAFLOW_NTM_SUM_CORRDO>
      a      opmw:WorkflowTemplateArtifact , opmw:DataVariable ;
      rdfs:label ""Data variable Sum_CorrDO"" ;
      opmw:hasDimensionality ""0""^^xsd:int ;
      opmw:isGeneratedBy              <http://www.opmw.org/export/resource/WorkflowTemplateProcess/AQUAFLOW_NTM_CREATEPLOTS> ;
      opmw:template              <http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM> ."
Workflow Execution Artifact	WorkflowExecutionArtifact	Class	http://www.opmw.org/ontology/WorkflowExecutionArtifact			"A workflow execution artifact represents a resource used or generated in the execution of a workflow.

Example:
@prefix rdfs: <http://www.w3.org/2000/01/rdf-schema#> .
@prefix opmw: <http://www.opmw.org/ontology/> .
@prefix opmv: <http://purl.org/net/opmv/ns#> .
@prefix opmo: <http://openprovenance.org/model/opmo#> .

<http://www.opmw.org/export/resource/WorkflowExecutionArtifact/25F1016C12EBE301EE7AADBC0B085C45>
      a       opmw:WorkflowExecutionArtifact , opmv:Artifact;
      rdfs:label ""Execution artifact with id: 25f1016c12ebe301ee7aadbc0b085c45"" ;
      opmo:account              <http://www.opmw.org/export/resource/WorkflowExecutionAccount/ACCOUNT1335533097598> ;
      opmv:wasGeneratedBy     <http://www.opmw.org/export/resource/WorkflowExecutionProcess/p1> ;
      opmw:hasLocation     ""http://wings.isi.edu/opmexport/resource/1/144/Formatted_SMN_2010_03_10Z""^^xsd:anyURI ;
      opmw:hasSize ""8618""^^xsd:int ;
      opmw:hasWorkflowTemplateArtifact              <http://www.opmw.org/export/resource/DataVariable/AQUAFLOW_EDM_FORMATTEDDATA>."
ontology	ontology	Entity	http://www.opmw.org/ontology/			OPMW is an OPMV, PROV and P-plan extension to model the executions and definitions of scientific workflows.
has Template Diagram	hasTemplateDiagram	DatatypeProperty	http://www.opmw.org/ontology/hasTemplateDiagram			"Property used to link a workflow template to its graphical representation.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/WorkflowTemplate/AQUAFLOW_NTM>
     a opmw:WorkflowTemplate;
     opmw:hasTemplateDiagram ""http://wind.isi.edu/marbles/assets/components/workflow_portal/users/1/Water/runs/run_148.png""xsd:anyURI."
is Generated By	isGeneratedBy	ObjectProperty	http://www.opmw.org/ontology/isGeneratedBy			"Property that binds a workflow template artifact to the workflow template process that generates it.

Example:
@prefix opmw: <http://www.opmw.org/ontology/> .

<http://www.opmw.org/export/resource/DataVariable/AQUAFLOW_EDM_REAERATIONPARAMS>
     a opmw:DataVariable, opmw:WorkflowTemplateArtifact;
     opmw:isGeneratedBy <http://www.opmw.org/export/resource/WorkflowTemplateProcess/AQUAFLOW_EDM_REAERATIONEDM>.

"
