LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
hat Intervallmaximum	hasIntervalMax	DatatypeProperty	https://ptb.de/si/hasIntervalMax			
realizes method	realizesMethod	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#realizesMethod			
other person	Other	Individual	http://w3id.org/nfdi4ing/metadata4ing#Other			
Registrierungsbehörde	RegistrationAuthority	Individual	http://w3id.org/nfdi4ing/metadata4ing#RegistrationAuthority			
investigates property	investigatesProperty	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#investigatesProperty			
dataset	Dataset	Class	http://www.w3.org/ns/dcat#Dataset			A collection of data, published or curated by a single source, and available for access or download in one or more representations.
has coverage interval	hasCoverageInterval	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasCoverageInterval			
kind of quantity	KindOfQuantity	Class	http://w3id.org/nfdi4ing/metadata4ing#KindOfQuantity			
Person	Person	Class	http://xmlns.com/foaf/0.1/Person			A person.
issued	issued	AnnotationProperty	http://purl.org/dc/terms/issued			
file size (in bytes)	byteSize	DatatypeProperty	http://www.w3.org/ns/dcat#byteSize			
ist unmittelbare Voraussetzung für Schritt	RO_0002090	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002090			
E-Mail-Adresse	mbox	ObjectProperty	http://xmlns.com/foaf/0.1/mbox			A personal mailbox, ie. an Internet mailbox associated with exactly one owner, the first owner of this mailbox. This is a 'static inverse functional property', in that   there is (across time and change) at most one individual that ever has any particular value for foaf:mbox.
project start date	startOfProject	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#startOfProject			
preferredNamespaceUri	preferredNamespaceUri	AnnotationProperty	http://purl.org/vocab/vann/preferredNamespaceUri			
example	example	AnnotationProperty	http://www.w3.org/2004/02/skos/core#example			
Herausgeber*in	Editor	Individual	http://w3id.org/nfdi4ing/metadata4ing#Editor			
hat als zulässige Einheit	hasAdmissibleUnit	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasAdmissibleUnit			
Eigenschaft	Property	Class	http://www.molmod.info/semantics/pims-ii.ttl#Property			
Förderer	funder	AnnotationProperty	https://schema.org/funder			A person or organization that supports (sponsors) something through some kind of financial contribution.
media type	mediaType	ObjectProperty	http://www.w3.org/ns/dcat#mediaType			
has date assignment modified	hasDateAssignmentModified	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentModified			
Verwendungshinweis	UsageInstruction	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#UsageInstruction			
member	member	ObjectProperty	http://xmlns.com/foaf/0.1/member			Indicates a member of a Group
Endzeit	endTime	DatatypeProperty	https://schema.org/endTime			"The endTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to end. For actions that span a period of time, when the action was performed. e.g. John wrote a book from January to <em>December</em>. For media, including audio and video, it's the time offset of the end of a clip within a larger file.<br/><br/>

Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions."
näher beschriebene Verbindung	qualifiedAssociation	ObjectProperty	http://www.w3.org/ns/prov#qualifiedAssociation			
has date assignment deleted	hasDateAssignmentDeleted	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentDeleted			
realisiert	BFO_0000055	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000055			Paraphrase of elucidation: a relation between a process and a realizable entity, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process
researcher	Researcher	Individual	http://w3id.org/nfdi4ing/metadata4ing#Researcher			
Variable	Variable	Class	http://www.molmod.info/semantics/pims-ii.ttl#Variable			
hat Deckungswahrscheinlichkeit	hasCoverageProbability	DatatypeProperty	https://ptb.de/si/hasCoverageProbability			
has kind of quantity	hasKindOfQuantity	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasKindOfQuantity			
status	status	AnnotationProperty	http://purl.org/ontology/bibo/status			
is admissible value for	isAdmissibleValueFor	ObjectProperty	http://www.molmod.info/semantics/pims-ii.ttl#isAdmissibleValueFor			
hat als zulässigen Wert	hasAdmissibleValue	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasAdmissibleValue			
note	note	AnnotationProperty	http://www.w3.org/2004/02/skos/core#note			
hat ORCID ID	orcidId	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#orcidId			
definition	definition	AnnotationProperty	http://www.w3.org/2004/02/skos/core#definition			
rights	rights	AnnotationProperty	http://purl.org/dc/terms/rights			
has output	RO_0002234	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002234			
affiliation	affiliation	AnnotationProperty	https://schema.org/affiliation			An organization that this person is affiliated with. For example, a school/university, a club, or a team.
contributor	contributor	AnnotationProperty	http://purl.org/dc/terms/contributor			
Input von	RO_0002352	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002352			
realisiert in	BFO_0000054	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000054			Paraphrase of elucidation: a relation between a realizable entity and a process, where there is some material entity that is bearer of the realizable entity and participates in the process, and the realizable entity comes to be realized in the course of the process
scopeNote	scopeNote	AnnotationProperty	http://www.w3.org/2004/02/skos/core#scopeNote			
has employed tool	hasEmployedTool	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasEmployedTool			
Packformat	packageFormat	ObjectProperty	http://www.w3.org/ns/dcat#packageFormat			
modified	modified	AnnotationProperty	http://purl.org/dc/terms/modified			
erweiterte Unsicherheit	ExpandedUnc	Class	https://ptb.de/si/ExpandedUnc			
untersucht	investigates	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#investigates			
ist referenziert von	isReferencedBy	AnnotationProperty	http://purl.org/dc/terms/isReferencedBy			A related resource that references, cites, or otherwise points to the described resource.
precedes	BFO_0000063	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000063			
date	date	Entity	http://www.w3.org/2001/XMLSchema#date			
ist beteiligt an	RO_0000056	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000056			
DateTime	DateTime	Entity	https://schema.org/DateTime			
has parameter	hasParameter	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasParameter			
Projektmitglied	ProjectMember	Individual	http://w3id.org/nfdi4ing/metadata4ing#ProjectMember			
is variable in assignment	isVariableInAssignment	ObjectProperty	http://www.molmod.info/semantics/pims-ii.ttl#isVariableInAssignment			
Messeinheit	EMMO_b081b346_7279_46ef_9a3d_2c088fcd79f4	Class	http://emmo.info/emmo#EMMO_b081b346_7279_46ef_9a3d_2c088fcd79f4			
publisher	publisher	AnnotationProperty	http://purl.org/dc/terms/publisher			
has assigned value	hasAssignedValue	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasAssignedValue			
download URL	downloadURL	ObjectProperty	http://www.w3.org/ns/dcat#downloadURL			
altLabel	altLabel	AnnotationProperty	http://www.w3.org/2004/02/skos/core#altLabel			
closeMatch	closeMatch	AnnotationProperty	http://www.w3.org/2004/02/skos/core#closeMatch			
implementiert	implements	ObjectProperty	http://www.w3.org/ns/ssn/implements			
Ungreifbares	Intangible	Class	https://schema.org/Intangible			
wird implementiert durch	implementedBy	ObjectProperty	http://www.w3.org/ns/ssn/implementedBy			
Kontaktperson	ContactPerson	Individual	http://w3id.org/nfdi4ing/metadata4ing#ContactPerson			
Startzeit	startTime	DatatypeProperty	https://schema.org/startTime			"The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December. For media, including audio and video, it's the time offset of the start of a clip within a larger file.<br/><br/>

Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions."
Agent	agent	ObjectProperty	http://www.w3.org/ns/prov#agent			
Rolle des Akteurs	Role	Class	http://www.w3.org/ns/prov#Role			
project manager	ProjectManager	Individual	http://w3id.org/nfdi4ing/metadata4ing#ProjectManager			
hat Zuweisungszeitstempel	hasAssignmentTimestamp	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasAssignmentTimestamp			
has project ID	projectReferenceID	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#projectReferenceID			
editorialNote	editorialNote	AnnotationProperty	http://www.w3.org/2004/02/skos/core#editorialNote			
doi	doi	AnnotationProperty	http://purl.org/ontology/bibo/doi			
bereitstellende Institution	HostingInstitution	Individual	http://w3id.org/nfdi4ing/metadata4ing#HostingInstitution			
has participant	RO_0000057	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000057			
Beschreibung	description	AnnotationProperty	http://purl.org/dc/terms/description			
has unit	hasUnit	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasUnit			
hat erweiterte Unsicherheit	hasExpandedUnc	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#hasExpandedUnc			
hat Datumszuweisung gültig ab	hasDateAssignmentValidFrom	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentValidFrom			
license	license	AnnotationProperty	http://purl.org/dc/terms/license			
rights holder	RightsHolder	Individual	http://w3id.org/nfdi4ing/metadata4ing#RightsHolder			
endet mit	RO_0002230	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002230	finished by		
hat Datumszuweisung erzeugt	hasDateAssignmentCreated	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentCreated			
Arbeitspaketleiter*in	WorkPackageLeader	Individual	http://w3id.org/nfdi4ing/metadata4ing#WorkPackageLeader			
spatial resolution (in metres)	spatialResolutionInMeters	DatatypeProperty	http://www.w3.org/ns/dcat#spatialResolutionInMeters			
Association	Association	Class	http://www.w3.org/ns/prov#Association			An instance of prov:Association provides additional descriptions about the binary prov:wasAssociatedWith relation from an prov:Activity to some prov:Agent that had some responsiblity for it. For example, :baking prov:wasAssociatedWith :baker; prov:qualifiedssociation [ a prov:Association; prov:agent :baker; :foo :bar ].
project end date	endOfProject	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#endOfProject			
hat Datumszuweisung gültig bis	hasDateAssignmentValidUntil	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasDateAssignmentValidUntil			
hat Eigenschaft	hasProperty	ObjectProperty	http://www.w3.org/ns/ssn/hasProperty			
Datenkurator*in	DataCurator	Individual	http://w3id.org/nfdi4ing/metadata4ing#DataCurator			
hat Verteilung	distribution	ObjectProperty	http://www.w3.org/ns/dcat#distribution			
wird implementiert durch	implementedByTool	ObjectProperty	http://w3id.org/nfdi4ing/metadata4ing#implementedByTool			
in series	inSeries	ObjectProperty	http://www.w3.org/ns/dcat#inSeries			Normally, child datasets in dataset series are represented as dcat:Dataset. The use of dcat:Distribution for typing child datasets is however recognized as a possible alternative, whenever it addresses more effectively the requirements of a given application scenario.
uncertainty declaration	UncertaintyDeclaration	Class	http://w3id.org/nfdi4ing/metadata4ing#UncertaintyDeclaration			
has part	BFO_0000051	ObjectProperty	http://purl.obolibrary.org/obo/BFO_0000051			
starts with	RO_0002224	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002224	started by		
hat Verteilung	hasDistribution	DatatypeProperty	https://ptb.de/si/hasDistribution			
referenziert	references	AnnotationProperty	http://purl.org/dc/terms/references			A related resource that is referenced, cited, or otherwise pointed to by the described resource.
Project	Project	Class	https://schema.org/Project			An enterprise (potentially individual but typically collaborative), planned to achieve a particular aim
hat Zahlenwert	hasNumericalValue	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#hasNumericalValue			
ist Eigenschaft von	isPropertyOf	ObjectProperty	http://www.w3.org/ns/ssn/isPropertyOf			
zeitliche Auflösung	temporalResolution	DatatypeProperty	http://www.w3.org/ns/dcat#temporalResolution			
citation	citation	AnnotationProperty	https://schema.org/citation			
Prozess	BFO_0000015	Class	http://purl.obolibrary.org/obo/BFO_0000015			
method	Method	Class	http://w3id.org/nfdi4ing/metadata4ing#Method			
is admissible unit for	isAdmissibleUnitFor	ObjectProperty	http://www.molmod.info/semantics/pims-ii.ttl#isAdmissibleUnitFor			
narrower	narrower	AnnotationProperty	http://www.w3.org/2004/02/skos/core#narrower			
Registrierungsstelle	RegistrationAgency	Individual	http://w3id.org/nfdi4ing/metadata4ing#RegistrationAgency			
Projektleiter*in	ProjectLeader	Individual	http://w3id.org/nfdi4ing/metadata4ing#ProjectLeader			
Titel	title	DatatypeProperty	http://xmlns.com/foaf/0.1/title			Title (Mr, Mrs, Ms, Dr. etc)
Group	Group	Class	http://xmlns.com/foaf/0.1/Group			A class of Agents.
numerische Zuweisung	NumericalAssignment	Class	http://w3id.org/nfdi4ing/metadata4ing#NumericalAssignment			
hat Identifikator	identifier	DatatypeProperty	http://w3id.org/nfdi4ing/metadata4ing#identifier	besitzt eindeutigen Identifikator | has unique identifier | is represented through identifier | wird durch Identifikator repräsentiert		
Forschungsprojekt	ResearchProject	Class	https://schema.org/ResearchProject			A research project
distributor	Distributor	Individual	http://w3id.org/nfdi4ing/metadata4ing#Distributor			
