LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
Processing Node	ProcessingNode	Class	https://w3id.org/pmd/co/ProcessingNode			
Related Project Identifier	RelatedProjectIdentifier	Class	https://w3id.org/pmd/co/RelatedProjectIdentifier			
Datum	Date	Class	https://w3id.org/pmd/co/Date			
Kraft	Force	Class	https://w3id.org/pmd/co/Force			
Ausrichtung Der Halterungen	GripsAlignment	Class	https://w3id.org/pmd/co/GripsAlignment			
Set Point	SetPoint	Class	https://w3id.org/pmd/co/SetPoint			
Slide	Slide	Class	https://w3id.org/pmd/co/Slide			
generated	generated	ObjectProperty	http://www.w3.org/ns/prov#generated			
unit	unit	ObjectProperty	https://w3id.org/pmd/co/unit	has unit		Examples for rdsf:range are units from qudt or wikidata or own defindes units.
Index	Index	Class	https://w3id.org/pmd/co/Index			
Specimen	Specimen	Class	https://w3id.org/pmd/co/Specimen			
subordinate process	subordinateProcess	ObjectProperty	https://w3id.org/pmd/co/subordinateProcess	has subordinate process		
json path	jsonPath	DatatypeProperty	https://w3id.org/pmd/co/jsonPath			
Length Changing Process	LengthChangingProcess	Class	https://w3id.org/pmd/co/LengthChangingProcess			This class is used as an example of SWRL based reasoning. An instance belongs to the class if there are two embracing processes (previous and next) that determine different values after a length measurement (see SWRL rule).
Thickness	Thickness	Class	https://w3id.org/pmd/co/Thickness			
x path	xPath	DatatypeProperty	https://w3id.org/pmd/co/xPath			
Extensometer	Extensometer	Class	https://w3id.org/pmd/co/Extensometer			
Time	Time	Class	https://w3id.org/pmd/co/Time			
wasDerivedFrom	wasDerivedFrom	ObjectProperty	http://www.w3.org/ns/prov#wasDerivedFrom			
Calibration range	CalibrationRange	Class	https://w3id.org/pmd/co/CalibrationRange			
Hydrogen Bond	HydrogenBond	Class	https://w3id.org/pmd/co/HydrogenBond			
Classification Document	ClassificationDocument	Class	https://w3id.org/pmd/co/ClassificationDocument			
Abteilung	Department	Class	https://w3id.org/pmd/co/Department			
Location	Location	Class	https://w3id.org/pmd/co/Location			
Circular	Circular	Class	https://w3id.org/pmd/co/Circular			
Coating Designation	CoatingDesignation	Class	https://w3id.org/pmd/co/CoatingDesignation			
Simulation Process	SimulationProcess	Class	https://w3id.org/pmd/co/SimulationProcess			
Test Piece Classification	TestPieceClassification	Class	https://w3id.org/pmd/co/TestPieceClassification			
Fragment Selector	FragmentSelector	Class	http://www.w3.org/ns/oa#FragmentSelector			
Major axis diameter	MinorAxisDiameter	Class	https://w3id.org/pmd/co/MinorAxisDiameter			
Operator Role	OperatorRole	Class	https://w3id.org/pmd/co/OperatorRole			
participant of	participantOf	ObjectProperty	https://w3id.org/pmd/co/participantOf	is participant of		
Agent	Agent	Class	http://www.w3.org/ns/prov#Agent			
next process	nextProcess	ObjectProperty	https://w3id.org/pmd/co/nextProcess	has next process		
X Coordinate	XCoordinate	Class	https://w3id.org/pmd/co/XCoordinate			
o2	o2	Entity	https://w3id.org/pmd/co/o2			
Prozessidentifikator	ProcessIdentifier	Class	https://w3id.org/pmd/co/ProcessIdentifier			
process	process	ObjectProperty	https://w3id.org/pmd/co/process	has process		
l1	l1	Entity	https://w3id.org/pmd/co/l1			
Inspektionsdokument	InspectionDocument	Class	https://w3id.org/pmd/co/InspectionDocument			
Length	Length	Class	https://w3id.org/pmd/co/Length			
output	output	ObjectProperty	https://w3id.org/pmd/co/output	has output		
Temperature Measuring Device	TemperatureMeasuringDevice	Class	https://w3id.org/pmd/co/TemperatureMeasuringDevice			
Weight	Weight	Class	https://w3id.org/pmd/co/Weight			
Montageprozess	MountingProcess	Class	https://w3id.org/pmd/co/MountingProcess			
