LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
IAO_0000115	IAO_0000115	AnnotationProperty	http://purl.obolibrary.org/obo/IAO_0000115			
to be replaced with external ontology term	IAO_0000423	Entity	http://purl.obolibrary.org/obo/IAO_0000423			
metadata complete	IAO_0000120	Entity	http://purl.obolibrary.org/obo/IAO_0000120			
has participant	RO_0000057	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000057			
directive information entity	IAO_0000033	Class	http://purl.obolibrary.org/obo/IAO_0000033			
is_supported_by_data	OBI_0000124	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000124			
is_specified_input_of	OBI_0000295	ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000295			
action specification	IAO_0000007	Class	http://purl.obolibrary.org/obo/IAO_0000007			
seeAlso	seeAlso	Entity	http://www.w3.org/2000/01/rdf-schema#seeAlso			
stato.owl	stato.owl	Entity	http://purl.obolibrary.org/obo/stato.owl			
has measurement unit label	IAO_0000039	ObjectProperty	http://purl.obolibrary.org/obo/IAO_0000039			
plan specification	IAO_0000104	Class	http://purl.obolibrary.org/obo/IAO_0000104			"2/3/2009 Comment from OBI review.

Action specification not well enough specified.
Conditional specification not well enough specified.
Question whether all plan specifications have objective specifications.

Request that IAO either clarify these or change definitions not to use them"
planned process	OBI_0000011	Class	http://purl.obolibrary.org/obo/OBI_0000011			
process	BFO_0000015	Class	http://purl.obolibrary.org/obo/BFO_0000015			
uncurated	IAO_0000124	Entity	http://purl.obolibrary.org/obo/IAO_0000124			
Literal	Literal	Entity	http://www.w3.org/2000/01/rdf-schema#Literal			
