LABEL	LOCAL	TYPE	IRI	ALT_LABELS	SYNONYMS	COMMENT
log signal intensity ratio	STATO_0000105	Class	http://purl.obolibrary.org/obo/STATO_0000105			
temporal relation	RO_0002222	ObjectProperty	http://purl.obolibrary.org/obo/RO_0002222			A relation that holds between two occurrents. This is a grouping relation that collects together all the Allen relations.
population variance	STATO_0000646	Class	http://purl.obolibrary.org/obo/STATO_0000646			
Bayesian least absolute shrinkage and selection operator	STATO_0000492	Class	http://purl.obolibrary.org/obo/STATO_0000492			
variable importance in projection	STATO_0000580	Class	http://purl.obolibrary.org/obo/STATO_0000580			
I-squared	STATO_0000420	Class	http://purl.obolibrary.org/obo/STATO_0000420			
number needed to treat	STATO_0000635	Class	http://purl.obolibrary.org/obo/STATO_0000635			
meta analysis by DerSimonian and Leard method	STATO_0000431	Class	http://purl.obolibrary.org/obo/STATO_0000431			
dose	OBI_0000984	Class	http://purl.obolibrary.org/obo/OBI_0000984			
ribonucleic acid	CHEBI_33697	Class	http://purl.obolibrary.org/obo/CHEBI_33697			
Barlett's test	STATO_0000079	Class	http://purl.obolibrary.org/obo/STATO_0000079			
PLS1	STATO_0000577	Class	http://purl.obolibrary.org/obo/STATO_0000577			
categorical variable	STATO_0000252	Class	http://purl.obolibrary.org/obo/STATO_0000252			
date	STATO_0000093	Class	http://purl.obolibrary.org/obo/STATO_0000093			
standard deviation	STATO_0000237	Class	http://purl.obolibrary.org/obo/STATO_0000237			
sequence data	OBI_0000973	Class	http://purl.obolibrary.org/obo/OBI_0000973			
paired t-test	STATO_0000095	Class	http://purl.obolibrary.org/obo/STATO_0000095			
whole plot number	STATO_0000447	Class	http://purl.obolibrary.org/obo/STATO_0000447			
sequencing assay	OBI_0600047	Class	http://purl.obolibrary.org/obo/OBI_0600047			
hypothesis	STATO_0000065	Class	http://purl.obolibrary.org/obo/STATO_0000065			
flow cytometer	OBI_0400044	Class	http://purl.obolibrary.org/obo/OBI_0400044			
axiom holds for all times	RO_0001901	Entity	http://purl.obolibrary.org/obo/RO_0001901			
2 step Fagan nomogram	STATO_0000408	Class	http://purl.obolibrary.org/obo/STATO_0000408			
textual entity	IAO_0000300	Class	http://purl.obolibrary.org/obo/IAO_0000300			
three dimensional cartesian coordinate system	STATO_0000024	Class	http://purl.obolibrary.org/obo/STATO_0000024			
matched pairs design	OBI_0500005	Class	http://purl.obolibrary.org/obo/OBI_0500005			
random variable	STATO_0000221	Class	http://purl.obolibrary.org/obo/STATO_0000221			
number needed to harm	STATO_0000638	Class	http://purl.obolibrary.org/obo/STATO_0000638			
degree of freedom approximation	STATO_0000472	Class	http://purl.obolibrary.org/obo/STATO_0000472			
logarithmic transformation	OBI_0200094	Class	http://purl.obolibrary.org/obo/OBI_0200094			
random effect model	STATO_0000099	Class	http://purl.obolibrary.org/obo/STATO_0000099			
line intercept sampling	STATO_0000504	Class	http://purl.obolibrary.org/obo/STATO_0000504			
best linear unbiased estimator	STATO_0000582	Class	http://purl.obolibrary.org/obo/STATO_0000582			
studentized range distribution	STATO_0000023	Class	http://purl.obolibrary.org/obo/STATO_0000023			
number of predictive components	STATO_0000555	Class	http://purl.obolibrary.org/obo/STATO_0000555			
excitation function	OBI_0000374	Class	http://purl.obolibrary.org/obo/OBI_0000374			
Bacteria	NCBITaxon_2	Class	http://purl.obolibrary.org/obo/NCBITaxon_2			
DNA sequencing	OBI_0000626	Class	http://purl.obolibrary.org/obo/OBI_0000626			
standard error of the difference between independent means	STATO_0000648	Class	http://purl.obolibrary.org/obo/STATO_0000648			
group assignment based on blocking variable specification	STATO_0000223	Class	http://purl.obolibrary.org/obo/STATO_0000223			
specifying null and alternate hypothesis	STATO_0000207	Class	http://purl.obolibrary.org/obo/STATO_0000207			
high throughput screening	STATO_0000239	Class	http://purl.obolibrary.org/obo/STATO_0000239			
measurement datum	IAO_0000109	Class	http://purl.obolibrary.org/obo/IAO_0000109			
Cochran-Armitage test for trend	STATO_0000148	Class	http://purl.obolibrary.org/obo/STATO_0000148			
number of factor level combinations	STATO_0000195	Class	http://purl.obolibrary.org/obo/STATO_0000195			
factorial design	OBI_0500014	Class	http://purl.obolibrary.org/obo/OBI_0500014			
study intervention	OBI_0000931	Class	http://purl.obolibrary.org/obo/OBI_0000931			
Chi-Squared statistic	STATO_0000030	Class	http://purl.obolibrary.org/obo/STATO_0000030			
non-iterative Partial Least Squares	STATO_0000575	Class	http://purl.obolibrary.org/obo/STATO_0000575			
Brown Forsythe test	STATO_0000080	Class	http://purl.obolibrary.org/obo/STATO_0000080			
minimum possible value	STATO_0000667	Class	http://purl.obolibrary.org/obo/STATO_0000667			
inheres in	RO_0000052	ObjectProperty	http://purl.obolibrary.org/obo/RO_0000052			
histogram distribution	STATO_0000331	Class	http://purl.obolibrary.org/obo/STATO_0000331			
measure of correlation	STATO_0000611	Class	http://purl.obolibrary.org/obo/STATO_0000611			
hybridization chamber	OBI_0400110	Class	http://purl.obolibrary.org/obo/OBI_0400110			
data distribution	STATO_0000161	Class	http://purl.obolibrary.org/obo/STATO_0000161			
count	STATO_0000047	Class	http://purl.obolibrary.org/obo/STATO_0000047			
F1 score	STATO_0000628	Class	http://purl.obolibrary.org/obo/STATO_0000628			
